SMILES,96-Plate,96-Well,16h Raw R1,16h Raw R2
OC([C@@H]1N(C2=O)[C@]([C@@H]2NC([C@@H](C3=CC=C(O)C=C3)N)=O)([H])SC1(C)C)=O.[3H2O],11-2,F05,0.046,0.045
OC[C@@H]1[C@](O[C@@H]2[C@H](O)[C@@H](O)[C@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)([H])[C@H](O)[C@@H](O)[C@@H](O[C@@]([H])([C@@H]([C@H](C=O)O)O)[C@@H](CO)O)O1,11-2,F06,1.219,1.211
[H][C@]12CC[C@]([H])(C[C@@H](OC(=O)C(O)(C3=CC=CC=C3)C3=CC=CC=C3)C1)[N+]21CCCC1,11-2,F07,1.232,1.21
O[Si](O)=O.[0.75 Mg],11-2,F08,1.236,1.22
CC1=C2CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)OC2=C(C)C(C)=C1OC(=O)CCC(=O)OCCO,11-2,F09,1.347,1.33
CC([C@@]1(OC(CCCCC)=O)CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)=O,11-2,F10,1.343,1.304
O=C(C1=CNC2=C1C=CC=C2)O[C@@H]1C[C@]2([H])CC3C[C@@]([H])([N@@]2CC3=O)C1,11-2,F11,1.274,1.267
O=S(C1=CC=C(N)C=C1)(N([Na])C1=NC=CC=N1)=O,11-2,G02,1.165,0.915
NC(C[C@H]1[C@@]2([H])[C@]3(C)N4=C([C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)C(C)=C3[C@](CC(N)=O)(C)[C@H](CCC(N)=O)C5=N3[Co+3]436([CH3-])N4=C([C@@H](CCC(N)=O)C(C)(C)C4=C5)C(C)=C([C@]1(C)CCC(=O)NC[C@@H](C)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@H](N4C5=CC(C)=C(C)C=C5N3=C4)[C@@]1(O)[H])[N-]26)=O,11-2,G03,1.257,1.254
O=C(N1CCN(C2=NC(N)=C3C=C(OC)C(OC)=CC3=N2)CC1)[C@H]1OCCC1,11-2,G04,1.223,1.159
O=C(O[Na])C1=CC=CC=C1O,11-2,G05,1.222,1.206
NCCC[C@](N)(C(=O)O)C(F)F,11-2,G06,1.232,1.199
O=C([C@]1(C)CCC[C@]2(C)C3=C(CC[C@@]12[H])C=C(C(C)C)C(S(=O)(O)=O)=C3)O[Na],11-2,G07,1.245,1.221
O=[S](O)(O)=O.O=C(C(C1=CC=CC=C1)CO)O[C@H]2C[C@@H](CC3)N(C)[C@@H]3C2.[1/2].O.[1/2],11-2,G08,1.231,1.206
O=C(N1C[C@@](CCCC2)([H])[C@@]2([H])C1)C[C@@H](C([O-])=O)CC3=CC=CC=C3.[0.5Ca2+].O,11-2,G09,1.247,1.217
CC1=C2OC(=O)C(NC(C3=CC(CC=C(C)C)=C(O[Na])C=C3)=O)=C(O)C2=CC=C1O[C@@H]1OC(C)(C)[C@H](OC)[C@@H](OC(N)=O)[C@H]1O,11-2,G10,0.047,0.047
O=C(C1=C(C)N(C)C2=C1C=C(O)C=C2)OCC,11-2,G11,1.261,1.258
O=C1[C@@H](NC(/C(C2=CSC(N)=N2)=N\OC(C)(C(O)=O)C)=O)[C@@]3([H])SCC(C[N+]4=CC=CC=C4)=C(C([O-])=O)N13.[5H2O],11-2,H02,0.138,0.182
O=C(OC(C)C)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCC2=CC=CC=C2)[C@H](O)C[C@@H]1O,11-2,H03,1.155,1.137
COC1=C(OC)C=C2CCN3C[C@@H](CC(C)C)C(=O)C[C@]3([H])C2=C1,11-2,H04,1.228,1.219
O=C1[C@@H](C)[C@]2(O)[C@@]34C(=O)O[C@H]5C3(C3([C@@H](O)C(=O)OC3O4)[C@H](C(C)(C)C)C5)C[C@]2([H])O1,11-2,H05,1.232,1.208
C[N+]1(CC(CS[C@]2([H])[C@@H]3NC(/C(C4=CSC(N)=N4)=N\OC)=O)=C(C(O)=O)N2C3=O)CCCC1.[Cl-].Cl.O,11-2,H06,0.046,0.046
O=C(C1=CC=CC=C1)C1=CC=C2N1CC[C@@H]2C(O)=O,11-2,H07,1.225,1.202
O=S(OC1=CC=C(C(C2=CC=CC=N2)C2=CC=C(OS(=O)(O[Na])=O)C=C2)C=C1)(O[Na])=O,11-2,H08,1.234,1.205
OCC(C)(C)[C@@H](O)C(NCCC(O[Na])=O)=O,11-2,H09,1.216,1.19
O=C1N=C(O[Na])NC1(C1=CC=CC=C1)C1=CC=CC=C1,11-2,H10,1.232,1.225
N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,11-2,H11,0.045,0.045
S=C(S[Na])N(CC)CC,11-4,A02,1.175,1.186
O=C([C@@H]1C(C)(C)C1C=C(Cl)Cl)O[C@@H](C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1,11-4,A03,1.235,1.272
O=S(C1(C)CC(=O)C2=C(C=CC=C2)C1=O)(O[Na])=O,11-4,A04,0.045,0.047
O=C(NC(NC1=CC=C(OC2=CC=C(C(F)(F)F)C=C2Cl)C=C1F)=O)C1=C(F)C=CC=C1F,11-4,A05,1.236,1.294
O[C@H](CO)[C@H]([C@H](O)[C@H](CO)O)O[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1,11-4,A06,1.203,1.211
O=C(OCCO)C1=CC=CC=C1O,11-4,A07,1.198,1.224
O=C(C1=CC2=C(C3(C4=C(OC5=C3C=CC(OC(C)=O)=C5)C=C(OC(C)=O)C=C4)OC2=O)C=C1)O,11-4,A08,1.226,1.233
O=P([O-])([O-])OCC(O)CO,11-4,A09,1.209,1.234
NC(C=C1)=CC2=C1C3(OC2=O)C(C=CC(O)=C4)=C4OC5=C3C=CC(O)=C5.O=C(C6=C7C=C(N)C=C6)OC87C(C=CC(O)=C9)=C9OC%10=C8C=CC(O)=C%10,11-4,A10,1.251,1.258
O=C1NC2=C(C=CC=C2)C1(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,11-4,A11,1.236,1.285
O=C[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,11-4,B02,1.209,1.219
O=C(O)C1=C(I)C(N(C(C)=O)C)=C(I)C(NC(C)=O)=C1I,11-4,B03,1.208,1.223
C#C[C@]1(OC(C)=O)CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4([H])[C@@]3([H])CC[C@]12C,11-4,B04,1.179,1.202
CC1=NC2=CC=CC=C2N/C1=N/NC1=CC=CC=C1,11-4,B05,1.191,1.216
CC1=NC2=CC=CC=C2N=C1/N=N/C1=CC=CC=C1,11-4,B06,1.192,1.195
C12=CC=CC=C1C=CC1=CC=CC=C21,11-4,B07,1.191,1.218
O=C(O)CC1=C(C)/C(=C/C2=CC=C(SC)C=C2)C2=C1C=C(F)C=C2,11-4,B08,0.295,0.081
CC1=CC=C(NC2=NCCN2)C(Cl)=C1,11-4,B09,1.226,1.25
COC1=CC=CC=C1OC,11-4,B10,1.255,1.264
O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O,11-4,B11,1.268,1.286
CCNC1=NC(Cl)=NC(NC(C)(C)C)=N1,11-4,C02,1.225,1.245
O=C(N1C(=O)S[C@H](C2=CC=C(Cl)C=C2)[C@H]1C)NC1CCCCC1,11-4,C03,1.228,1.244
CSC1=NC(NCC)=NC(NCC)=N1,11-4,C04,1.224,1.238
O=C(C1=CC(C)=CN=C1C1=NC(C(C)C)(C)C(=O)N1)O,11-4,C05,1.205,1.227
O=C(NC1=CC=C(Cl)C(Cl)=C1)N(OC)C,11-4,C06,1.201,1.194
O=C(OC)C1=CC=CC=C1S(=O)(NC(NC1=NC(OC)=NC(C)=N1)=O)=O,11-4,C07,1.188,1.194
O=C(C1=CC=CN=C1S(=O)(NC(NC1=NC(OC)=CC(OC)=N1)=O)=O)N(C)C,11-4,C08,1.235,1.225
O=C1OC(C(C)(C)C)=NN1C1=CC(OC(C)C)=C(Cl)C=C1Cl,11-4,C09,1.361,1.349
S=P(OC)(OC)OC1=CC=C([N+]([O-])=O)C(C)=C1,11-4,C10,1.268,1.281
O=C(O[Na])CC1=CC=CC(C(C2=CC=C(Br)C=C2)=O)=C1N.[1.5H2O],11-4,C11,1.283,1.302
C[C@@]12[C@](C(COC(CCC(O)=O)=O)=O)(O)CC[C@@]1([H])[C@]1([H])C[C@H](C)C3=CC(=O)C=C[C@]3(C)[C@@]1([H])[C@@H](O)C2,11-4,D02,1.219,1.229
O[C@H]1[C@]([H])(O[C@H]2[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@@]3([H])CC[C@H](N(C)C)[C@@H](C)O3)/C=C/C=C/C[C@@H](C)OC(=O)C[C@@]([H])(OC(C)=O)[C@@H]2OC)O[C@H](C)[C@@H](O[C@]2([H])O[C@@H](C)[C@H](O)[C@@](O)(C)C2)[C@@H]1N(C)C,11-4,D03,0.049,0.053
[H][C@]1(O[C@H]2[C@H](OC3=C4C=C5C=C3OC3=CC=C(C=C3Cl)[C@@H](O)[C@]3([H])NC(=O)[C@]([H])(NC(=O)[C@]5([H])NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](NC(=O)[C@H](N)CC(C)C)[C@H](O)C5=CC=C(O4)C(Cl)=C5)C4=CC(=C(O)C=C4)C4=C(C=C(O)C=C4O)[C@@]([H])(C(=O)O)NC3=O)O[C@H](CO)[C@@H](O)[C@@H]2O)C[C@](C)(N)[C@H](O)[C@H](C)O1,11-4,D04,0.046,0.048
CCCCCCCCCCCCCCCCCC(OC)=O,11-4,D05,1.188,1.194
OC(C(C)(C)C)/C(N1N=CN=C1)=C\C1=CC=C(Cl)C=C1Cl,11-4,D06,1.103,1.135
C[C@@H](OC1=CC=C(OC2=NC3=CC=C(Cl)C=C3N=C2)C=C1)C(OCC)=O,11-4,D07,1.204,1.21
CC(OC1=C2C=CC=CC2=CC=C1)C(N(CC)CC)=O,11-4,D08,1.259,1.267
O=C(N1C(=O)N(C2=CC(Cl)=CC(Cl)=C2)C(=O)C1)NC(C)C,11-4,D09,0.447,1.046
ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,11-4,D10,1.23,1.224
C[C@@H](OC1=CC=C(OC2=NC=C(C(F)(F)F)C=C2)C=C1)C(OCCCC)=O,11-4,D11,1.328,1.324
C[Si](CN1N=CN=C1)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,11-4,E02,1.254,1.285
C[C@@H](OC1=CC=C(OC2=NC3=CC=C(Cl)C=C3O2)C=C1)C(OCC)=O,11-4,E03,1.21,1.23
O=C(OC(C)CCCCC)COC1=C2N=CC=CC2=C(Cl)C=C1,11-4,E04,1.234,1.241
CC(OC1=NC=CC=C1)COC1=CC=C(OC2=CC=CC=C2)C=C1,11-4,E05,1.243,1.224
CC1=CC(C)=NC(NC2=CC=CC=C2)=N1,11-4,E06,1.204,1.226
FC(C1=CC([N+]([O-])=O)=C(N(CCCC)CC)C([N+]([O-])=O)=C1)(F)F,11-4,E07,1.181,1.215
FC(C1=CC([N+]([O-])=O)=C(N(CCC)CCC)C([N+]([O-])=O)=C1)(F)F,11-4,E08,1.224,1.231
[H][C@@]12C(=O)CC[C@]13CC[C@@H](C)[C@]2(C)[C@H](OC(=O)CSCCN(CC)CC)C[C@@](C)(C=C)[C@@H](O)[C@@H]3C,11-4,E09,0.046,0.05
O=C(NC(NCC)=O)/C(C#N)=N/OC,11-4,E10,1.248,1.228
O=C(OC1=C2OC(C)(C)CC2=CC=C1)N(SN(CCCC)CCCC)C,11-4,E11,1.343,1.358
C1(/N=N/C2=CC=CC=C2)=CC=CC=C1,11-4,F02,1.201,1.216
O=C1NC(=O)C2=C(N1)NC(O[Na])=N2,11-4,F03,1.213,1.219
O=C(C1=CC(OC(C2=CC(O)=C(O)C(O)=C2)=O)=C(O)C(O)=C1)OC1[C@H](OC(C2=CC(OC(C3=CC(O)=C(O)C(O)=C3)=O)=C(O)C(O)=C2)=O)[C@@H](OC(C2=CC(OC(C3=CC(O)=C(O)C(O)=C3)=O)=C(O)C(O)=C2)=O)[C@H](OC(C2=CC(OC(C3=CC(O)=C(O)C(O)=C3)=O)=C(O)C(O)=C2)=O)[C@@H](COC(C2=CC(OC(C3=CC(O)=C(O)C(O)=C3)=O)=C(O)C(O)=C2)=O)O1,11-4,F04,0.284,0.298
[OH-][Al+3]12([O-]C(=O)C3=C(C=CC=C3)O/C(C)=O\1)/O=C(/C)OC1=C(C(=O)[O-]2)C=CC=C1,11-4,F05,1.225,1.219
C=CCC(C(C)C)C(NC(N)=O)=O,11-4,F06,1.204,1.201
O=C(O)C1=CC=CC=C1C(C2=CC(C3=CC=CC=C3)=C(O)C=C2)=O.ClC4=CC=C(C(C5=CC=CC=C5)OCCN6CCCCC6)C=C4,11-4,F07,1.236,1.243
CC(N(C(C)=O)C1=CC=C(/N=N/C2=CC=CC=C2C)C=C1C)=O,11-4,F08,1.271,1.287
O=S(C1=C2C(C)=CC=C(C(C)C)C=C2C(C)=C1)(O[Na])=O,11-4,F09,1.264,1.277
C[C@@H]([C@@]1([H])CC[C@]2(C)[C@]1(C)CCC13C2CCC2[C@@]1(CC[C@H](OC(/C=C/C1=CC(OC)=C(O)C=C1)=O)C2(C)C)C3)CCC=C(C)C,11-4,F10,1.258,1.263
CC1(C)[C@@H](OC(/C(C)=C/C)=O)[C@H](OC(C)=O)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@@]4([H])[C@@]3(C)CC[C@]3([H])[C@]4(C)CC[C@H](O[C@@H]4O[C@H](C(O)=O)[C@@H](O[C@@H]5[C@@H](O)[C@H](O)[C@@H](O)[C@H](CO)O5)[C@H](O)[C@H]4O[C@@H]4OC(CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@]3(CO)C)[C@]2([H])C1,11-4,F11,1.258,1.297
CC1=CC2=C(C=C1C)N1=CN2C2OC(CO)C(OP(=O)([O-])OC(C)CNC(=O)CCC3(C)C4=C(C)C5=N6C(=CC7=N8C(=C(C)C9=N%10C(C)(C(C3CC(N)=O)[N-]4[Co+3]168%10[OH-])C(C)(CC(N)=O)C9CCC(N)=O)C(C)(CC(N)=O)C7CCC(N)=O)C(C)(C)C5CCC(N)=O)C2O,11-4,G02,1.2,1.204
CC12N3=C(C(C)=C4N5=C(C=C6C(C)(C)C(CCC(N)=O)C7=N6[Co+3]356([O-]C(C)=O)[N-]3C1C(CC(N)=O)C(C)(CCC(=O)NCC(C)OP([O-])(=O)OC1C(CO)OC(N5C=N6C6=C5C=C(C)C(C)=C6)C1O)C3=C7C)C(CCC(N)=O)C4(CC(N)=O)C)C(CCC(N)=O)C2(C)CC(N)=O,11-4,G03,1.244,1.263
C/C(N(CC1=CN=C(C)N=C1N)C=O)=C(\SS/C(CCO)=C(/N(CC1=CN=C(C)N=C1N)C=O)C)CCO,11-4,G04,1.218,1.234
O=C(CCC)O[C@H]([C@H](OC(CCC)=O)[C@H](OC(CCC)=O)COC(CCC)=O)CN1C2=C(C=C(C)C(C)=C2)N=C2C(=O)NC(=O)N=C12,11-4,G05,0.347,0.351
C[C@@]12[C@@H](OC(CC)=O)CC[C@@]1([H])[C@]1([H])CCC3=C(C=CC(OC(CC)=O)=C3)[C@@]1([H])CC2,11-4,G06,0.437,0.605
O=S1(=O)OC(C2=CC(C(C)C)=C(O)C(Br)=C2C)(C2=CC(C(C)C)=C(O)C(Br)=C2C)C2=CC=CC=C12,11-4,G07,1.221,1.077
O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C2=C1C=C(N)C=C2,11-4,G08,1.218,1.227
O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C2=C1C=CC(N)=C2,11-4,G09,1.233,1.246
O=C1C=C(C)C2=CC=C(N)C=C2O1,11-4,G10,1.24,1.262
O=C(O)CN(CC(NC1=C(C)C=C(C)C(Br)=C1C)=O)CC(O)=O,11-4,G11,1.283,1.299
CN(C1=CC2=[O+]C3=C(C=CC(N(C)C)=C3)C(C3=CC=C(C(ON4C(=O)CCC4=O)=O)C=C3C([O-])=O)=C2C=C1)C,11-4,H02,1.204,1.216
CN(C1=CC2=[O+]C3=C(C=CC(N(C)C)=C3)C(C3=CC(C(ON4C(=O)CCC4=O)=O)=CC=C3C([O-])=O)=C2C=C1)C,11-4,H03,1.212,1.227
O=C(C1=CC=C(C(O)=O)C(C2=C3C(=[O+]C4=C5C6=C(C=C24)CCCN6CCC5)C2=C4C(=C3)CCCN4CCC2)=C1)[O-],11-4,H04,1.361,1.378
CC([C@@]1(O)CC[C@@]2([H])[C@]3([H])C=C(C)C4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)=O,11-4,H05,1.209,1.236
[H][C@]12SCC(C)=C(C(=O)OCOC(=O)C(C)(C)C)N1C(=O)[C@H]2NC(=O)C(=NOC)C1=CSC(N)=N1,11-4,H06,0.201,0.195
O=C1N(NC2=CC=CC=C2)C(=O)C(C2=CC=C(OC3=CC=CC=C3)C=C2)(C)O1,11-4,H07,1.298,1.336
O[C@@H]1C[C@]2([H])C[C@H](O)CC[C@]2(C)[C@@]2([H])C[C@H](O)[C@@]3(C)[C@]([H])([C@]12[H])CC[C@]3([H])[C@H](C)CCC(NCC(NCCS(=O)(O[Na])=O)=O)=O,11-4,H08,1.226,1.261
CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(OC/C=C(\C)CCC=C(C)C)=O,11-4,H09,1.303,1.314
O=C1OC2(C3=C(OC4=C2C=C(CN(CC(O)=O)CC(O)=O)C(O)=C4)C=C(O)C(CN(CC(O)=O)CC(O)=O)=C3)C2=C1C=CC=C2,11-4,H10,1.215,1.28
OC1=CC=CC=C1OC.O=S(C)(O[K])=O,11-4,H11,1.294,1.296
OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](N2C=NC3=C2N=CN=C3N[C@@H]2CCC3=C2C=CC=C3)O1,1-2,A02,1.071,1.049
O=C(C1=CC=CN=C1)N[C@H]1C(=O)N2C3=C(CC2)C=C(N)C=C3C(C2=CC=CC=C2)=N1,1-2,A03,1.066,1.038
O=C1N(C2=CC=C(C)C(C)=C2)N=C(C)/C1=N\NC1=C(O)C(C2=CC=CC(C3=NN=NN3)=C2)=CC=C1,1-2,A04,0.052,0.054
O=C1N(C)C(=O)C2=C(N1C)NC(=O)N2,1-2,A05,1.06,1.046
COC1=CC=C2C(=C1)NC1=C2C[C@]2([H])N(C(=O)[C@H](C)NC2=O)[C@H]1CC(C)C,1-2,A06,1.055,1.01
N#CC(=Cc1ccc(O)c(O)c1)C(N)=O,1-2,A07,1.048,1.024
O=C(N)CN1C(=S)NC(=O)C=C1C1=CC(OC)=CC=C1OC,1-2,A08,1.066,1.037
OC1=CC=C(C[C@@H](C(O)=O)NC(C2=C3SC4=CC=C(OC5CCCCC5)C=C4N3C(=O)C(C3=CC=CC=C3)=C2)=O)C=C1,1-2,A09,0.047,0.05
OC(C1=NN(CCC2=CC=CC=C2)C=C1NC(CSC1=CC=C(Br)C=C1)=O)=O,1-2,A10,1.063,1.078
O=C1C2=C(NC([C@H]3CC4CCN3CC4)=N1)C=C(C1=CNN=C1C)S2,1-2,A11,1.063,1.041
COC1=CC(NC2=NC3=C(CCCC3C3=CC=CC=C3)S2)=CC=C1N1C=NC(C)=C1,1-2,B02,0.046,0.048
ClC1=CC=C(C[C@@H](C2=CC=CC(C#N)=C2)[C@@H](NC(C(C)(OC2=CC=C(C(F)(F)F)C=N2)C)=O)C)C=C1,1-2,B03,1.152,1.109
O=C1N2C(=O)C(C)=C(C)N2C(CBr)=C1C,1-2,B04,1.066,1.044
O=C(C1=CC=CC2=C(N[C@@H](C3=CC=C(Cl)C(C(F)(F)F)=C3)CN3CCC3)N=CN=C12)N,1-2,B05,1.099,1.008
O=C(C1=C(OC)C(=O)C(C(O)=O)=CN1CC(OC)OC)OC,1-2,B06,1.056,1.037
CC(NC1=CC=NC2=CC(Cl)=CC=C12)CCCN,1-2,B07,1.061,1.047
CC1=CC=C(NC(C2=CC3=C(OCCO3)C=C2)=O)C=C1NC(C1=CC2=C(N=C(OCCN3CCCC3)C=C2)C=C1)=O,1-2,B08,1.073,1.022
COc1nccnc1NS(=O)(=O)c1ccc(NC(=O)C=Cc2ccc([N+](=O)[O-])s2)cc1,1-2,B09,0.075,0.046
CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(N[C@@H](CCC(N[C@@H](CS)C(NCC(O)=O)=O)=O)C(O)=O)=O,1-2,B10,1.074,1.056
OC1=CC=C2C[C@@H](C3=CC=C(O)C=C3)COC2=C1,1-2,B11,1.091,1.06
O=S(N1CCC(NC2=NC(N)=C(C(C3=C(F)C(F)=CC=C3OC)=O)C=N2)CC1)(C)=O,1-2,C02,1.081,1.058
O=C(C1=CN2C(=NC(C)=C2C)C(NCC2=C(C)C=CC=C2C)=C1)NCCO,1-2,C03,1.056,1.052
NC1=C2C(C3=CC=C(OC4=CC=CC=C4)C=C3)=NN(C3CCCN(C(/C=C/CN4CCN(CCNC(CCC5=CC=C6C=C7C(C)=CC(C)=N7[B+3]([F-])([F-])[N-]56)=O)CC4)=O)C3)C2=NC=N1,1-2,C04,1.127,1.1
O=C(N1CCN(C([C@@H](NS(=O)(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)=O)CC2=CC=CC(C(N)=N)=C2)=O)CC1)OCC,1-2,C05,0.044,0.044
N#CC1=C2NC(C3=CN(C(C)(C)C)N=C3)=C(C(C)C)C(=O)N2N=C1,1-2,C06,1.062,1.03
CC#CC1=CC(C2=CC3=C(C[C@]4([C@]35N=C(C)C(N)=N5)CC[C@H](OC)CC4)C=C2)=CN=C1,1-2,C07,1.063,1.03
NC1=CN(C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=N1,1-2,C08,1.081,0.919
O=C(C1(C2=CC=C(C3=CC=C(C4=C(NC(O[C@@H](C5=CC=CC=C5)C)=O)C(C)=NO4)C=C3)C=C2)CC1)O[Na],1-2,C09,0.043,0.106
CC(=N)NCCC[C@H](N)C(=O)O,1-2,C10,1.07,1.055
O=C1C(SC2=CC=CC=C2Cl)C(=O)CC(C2=CSC=C2)(C2=CC=C(N3CCOCC3)C=C2)N1,1-2,C11,0.718,0.988
OC1CCN(CCC2=CC=C(N3C=C(C4=CC=CC(OC)=C4)C4=C(N)N=CN=C34)C=C2)CC1,1-2,D02,1.046,1.011
O=C(C1=CC2=C(CCCC2)S1)NC1=CC=CC(C2=CN(C)C(=O)C(NC3=CC=C(C4N(C)CCN(C)C4=O)C=C3)=N2)=C1C,1-2,D03,1.034,1.034
O=C1N[C@@](C)(C2=NC=NC=C2F)C2=C1C=C(C1=CNN=C1)C=C2,1-2,D04,1.051,1.048
O=C(C1=CC=C(C2=CC=C(OCCO)C(C3=CC=C(N4CCCC4)C(C(C)(C)C)=C3)=C2)C=C1)O,1-2,D05,0.046,0.047
COC1=CC=C(N(C(C2=CC=CS2)C(NCC(OCC)=O)=O)C(C#C)=O)C(OC)=C1,1-2,D06,1.014,0.975
N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,1-2,D07,1.038,1.034
O=C(C1=C2C=CC=CC2=CC=C1)N[C@H](C(NCC(CF)=O)=O)CC1=CC=CC=C1,1-2,D08,1.091,1.053
C[C@@H]1CNCCN1C1=C(N(CC)C(C2=CC=CC=C2OC)=O)C=C2C(=C1)N(C)C(=O)N2C,1-2,D09,1.052,1.04
O=C(O[Na])C1=CC=C(S(=O)(NC2CCCCC2)=O)C=C1,1-2,D10,1.066,1.043
FC1=CC2=C(N[C@@H](C3=CC=CN=C3)[C@]3([H])[C@@]2([H])C=CC3)C(F)=C1,1-2,D11,0.916,0.988
CC1=NC2=NC(C(C)(F)F)=NN2C(NC2=CC=C(S(F)(F)(F)(F)F)C=C2)=C1,1-2,E02,1.052,1.026
CSC1=CC=C(CN2CC(NC3=CC4=C(NN=C4)C=C3)CCC2)C=C1,1-2,E03,1.072,1.059
O=C1COC2=CC(F)=CC=C2N1CCCN1CCC(CCCC)CC1,1-2,E04,1.082,1.044
O=S(CCO)(O)=O,1-2,E05,1.055,1.05
COC1=CC(C2=CN(C)C(=O)C3=C2C=CN=C3)=CC(OC)=C1CN1CCNCC1,1-2,E06,1.049,1.048
O=S(C1=C(O)C(O)=C2C(=C1)C(=O)C1=C(C2=O)C=CC=C1)(NC1=CC=C(C(F)(F)F)C=C1)=O,1-2,E07,0.055,0.063
O=C1N[C@@](C2=CSC=C2)(C2=CC=C(N3CCOCC3)C=C2)CC(O)=C1SC1=CC=CC=C1Cl,1-2,E08,0.494,0.813
O=C(O)CC1=CC=C2OC(C3=CC=C(NC(/C=C/C4=CC=C(Br)C=C4)=O)C(F)=C3)=NC2=C1,1-2,E09,0.059,0.058
BrC1=C(N[C@H]2C[C@@H](C3=CC=CC=C3)CN(C)C2)C=NN(C)C1=O,1-2,E10,1.062,1.051
Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@](=O)(S)O[C@H]2[C@H]1O,1-2,E11,1.08,1.049
CC[N+]1(C)CCC(OC(=O)C(C2=NOC3=C2C=CC=C3)N2CCCCCC2)CC1,1-2,F02,1.096,1.07
O=C(N/C(C(N1CCCCC1)=O)=C(/Br)C1=CC=CC=C1OC)C1=CC=C([N+]([O-])=O)C=C1,1-2,F03,1.095,1.074
O=C(C1=CC2=CC=C(C(F)(C(F)(F)F)F)C=C2N=C(N)C1)OCC,1-2,F04,1.095,1.079
O=C(NC1=NC=C(N2CCN(C(C)=O)CC2)C=C1)CC1=CN=C(C2=CC(F)=NC=C2)C(C)=C1,1-2,F05,1.046,1.034
C[C@H](CCC(=O)[O-])C[C@H](C)C[C@H](C)C(=O)C=C([O-])[C@H](C)C[C@H](C)CC=C[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](O)C[C@@H]1CC[C@@](C)([C@H]2CC[C@@](C)([C@@H](C)O)O2)O1,1-2,F06,0.046,0.046
O=C1N[C@](C2=CSC=C2)(C2=CC=C(N3CCOCC3)C=C2)CC(O)=C1SC1=CC=CC=C1Cl,1-2,F07,0.919,1.042
N=C(CCl)NCCC[C@@H](NC(=O)C1=CC=CC=C1)C(N)=O,1-2,F08,1.052,1.038
COCCOCCOCCOCCOC(=O)OC[N+]1=CC=C(NC(=NCCCCCCOC2=CC=C(Cl)C=C2)NC#N)C=C1,1-2,F09,1.036,0.979
O=C(O)C1=CC=C(N2N=CC3=C2C2=CC([N+]([O-])=O)=C(N4CCN(C(OCC5=CC=CC=C5)=O)CC4)C=C2OC3(C)C)C=C1,1-2,F10,0.049,0.044
CC(N1CCC2=C(C(NC3=C(F)C=C(C4=CN(C)N=C4)C=C3)=NN2[C@@H]2COCC2)C1)=O,1-2,F11,1.09,1.077
O=C(C1=CN(C2CC2)C2=C(C=C(F)C(N3C[C@@]4([H])[C@@]([H])(C3)NCCC4)=C2Cl)C1=O)O,1-2,G02,0.043,0.043
CN(C)CCN1C2=C(C=CC=C2)C(C(C2=CC=C(O)C=C2)C2=CC=C(O)C=C2)=C1C(=O)N1CCN(C2=C(Cl)C=CC=C2)CC1,1-2,G03,1.003,1.03
